Temp , Ave_energy , Ave_energy^2 , C_v
5.92,-0.5199133333333333,1.75141,0.042261120281176436
5.91,-0.50863,1.7263883333333334,0.04202014585486566
5.9,-0.5288033333333333,1.7881116666666668,0.04333463663666252
5.89,-0.5171933333333333,1.73536,0.04231139239064675
5.88,-0.5107866666666667,1.73642,0.042676575187293356
5.87,-0.5247666666666667,1.7646266666666666,0.04322056285452905
5.86,-0.5277766666666667,1.773035,0.04352079785793142
5.85,-0.5183833333333333,1.7414116666666666,0.04303281134893386
5.84,-0.5269,1.77183,0.043811174411240376
5.83,-0.5187533333333333,1.74598,0.04345168508411733
5.82,-0.5387566666666667,1.7907583333333332,0.044298590813038205
5.81,-0.5304333333333333,1.7666533333333334,0.04400075281866752
5.8,-0.5249633333333333,1.7511583333333334,0.043863609749966975
5.79,-0.53179,1.7726983333333333,0.04444258695187442
5.78,-0.53024,1.7705266666666666,0.04458077037711074
5.77,-0.5258966666666667,1.7480816666666668,0.04419904432042735
5.76,-0.5303966666666666,1.7546616666666666,0.04440770407309617
5.75,-0.53659,1.7798483333333333,0.045124219439949584
5.74,-0.5364533333333333,1.7701133333333334,0.044990565458148356
5.73,-0.5373933333333333,1.77842,0.04536999184625448
5.72,-0.5422766666666666,1.789405,0.045703366203386754
5.71,-0.5341433333333333,1.7668883333333334,0.04544150069435712
5.7,-0.55144,1.8142266666666667,0.04648016599158715
5.69,-0.5451033333333334,1.7883216666666666,0.046058173240617464
5.68,-0.54295,1.7915683333333334,0.0463937472362048
5.67,-0.55187,1.8116183333333333,0.04687743084314963
5.66,-0.5489133333333334,1.8034933333333334,0.0468911924803101
5.65,-0.5500633333333333,1.8101916666666666,0.04722756663760322
5.64,-0.54467,1.786005,0.04682044386285901
5.63,-0.5493333333333333,1.7934033333333332,0.04705937243775328
5.62,-0.5532666666666667,1.81087,0.04764269688693012
5.61,-0.5571966666666667,1.808375,0.04759475454944397
5.6,-0.5531333333333334,1.79287,0.04741433404195011
5.59,-0.5519433333333333,1.8024016666666667,0.04793124137005308
